Name,UTM Easting,UTM Northing,Year
Untitled Placemark,574161.7391068831,4924368.539957934,1997
Untitled Placemark,574119.7747300487,4924289.007736994,1997
Untitled Placemark,574162.835467597,4924336.060566251,1997
Untitled Placemark,574263.257941355,4924373.376278024,1997
Untitled Placemark,572436.6974580336,4924507.915880672,1997
Untitled Placemark,572384.4241244671,4924471.603383314,1997
Untitled Placemark,572440.9804215191,4924470.7574310545,1997
Untitled Placemark,572446.9613351393,4924420.794506008,1997
Untitled Placemark,572392.669073672,4924429.233971166,1997
Untitled Placemark,572392.2322133452,4924515.564124173,1997
Untitled Placemark,572375.5647432788,4924572.838397237,1997
Untitled Placemark,572510.273245809,4924405.307112843,1997
Untitled Placemark,572577.2433300602,4924630.929302195,1997
Untitled P,572710.4627214315,4924683.7181938,1997
Untitled Placemark,572480.1529357292,4924346.293455238,1997
Untitled Placemark,572831.2610298147,4924444.740104156,1997
Untitled Placemark,572884.1084639812,4924687.949628421,1997
Untitled Placemark,572885.733648556,4924732.072609595,1997
Untitled Placemark,573169.8447336056,4924672.318693329,1997
Untitled Placemark,573214.9609773603,4924642.682099524,1997
Untitled Placemark,573280.1914128186,4924637.540086019,1997
Untitled Placemark,573285.2235854972,4924595.08758409,1997
Untitled Placemark,573438.7474119482,4924651.327960286,1997
Untitled Placemark,572966.0180328205,4924967.813306861,1997
Untitled Placemark,573242.8417917844,4925419.112872221,1997
Untitled Placemark,573134.0759726291,4925340.473074839,1997
Untitled Placemark,573099.0105144716,4925321.77279777,1997
Untitled Placemark,572487.6749715328,4924493.972428116,1997
Untitled Placemark,572329.8740010717,4924392.788768568,1997
Untitled Placemark,572326.0481105547,4924411.150321559,1997
Untitled Placemark,572459.3635270447,4924376.6361169275,1997
Untitled Placemark,572468.1837393409,4924359.317297511,1997
Untitled Placemark,572513.2357684874,4924371.805099599,1997
Untitled Placemark,572561.7450242768,4924381.187657101,1997
Untitled Placemark,572553.9588264311,4924454.982279855,1997
Untitled Placemark,572572.2102453813,4924348.050663157,1997
Untitled Placemark,572644.7185513405,4924554.964286752,1997
Untitled Placemark,572578.2812931561,4924604.2655337285,1997
Untitled Placemark,572307.5986565789,4924538.812952551,1997
Untitled Placemark,572289.9932524692,4924514.187273722,1997
Untitled Placemark,573726.4586818457,4924317.998515848,1997
Untitled Placemark,573758.8725757727,4924329.670237944,1997
Untitled Placemark,573695.5704911192,4924256.826227422,1997
Untitled Placemark,573653.1607948717,4924126.504097942,1997
Untitled Placemark,573630.4742402204,4924211.335304308,1997
Untitled Placemark,573641.2419298876,4924186.517802207,1997
Untitled Placemark,573682.1339559692,4924051.7091944255,1997
Untitled Placemark,573684.5618367456,4924013.027785322,1997
Untitled Placemark,573615.0721349296,4923997.249549579,1997
Untitled Placemark,573608.3447038989,4924018.830881404,1997
Untitled Placemark,573575.6697661331,4924012.717516712,1997
Untitled Placemark,573539.4240675316,4923977.843029459,1997
Untitled Placemark,573550.4180992555,4923946.919088998,1997
Untitled Placemark,573588.4388374732,4923949.054222882,1997
Untitled Placemark,573223.1928401531,4923862.545770954,1997
Untitled Placemark,573177.8900401805,4923837.9627035195,1997
Untitled Placemark,573250.3336161977,4923879.991105306,1997
Untitled Placemark,573260.206306809,4923821.131317636,1997
Untitled Placemark,573290.2546368579,4923835.807282625,1997
Untitled Placemark,573359.7663750743,4923855.970741118,1997
Untitled Placemark,573516.3026911977,4924065.665922085,1997
Untitled Placemark,573218.8742659267,4923922.646818797,1997
Untitled Placemark,573278.3376943405,4923888.383916554,1997
Untitled Placemark,573062.3709573867,4923768.327103253,1997
Untitled Placemark,573116.5999257676,4923783.843431827,1997
Untitled Placemark,572991.6055339043,4923734.200355755,1997
Untitled Placemark,572914.5746162118,4923642.04652411,1997
Untitled Placemark,573236.2676432754,4923817.448659091,1997
Untitled Placemark,573397.7723798564,4923819.660521625,1997
Untitled Placemark,573740.6750787253,4924265.619077774,1997
Untitled Placemark,573734.5658511226,4924280.681031941,1997
Untitled Placemark,573731.2037916526,4924299.6649543,1997
Untitled Placemark,573700.6922982918,4924180.328936165,1997
Untitled Placemark,572923.2951969537,4923521.556772338,1997
Untitled Placemark,573108.3344096987,4923598.209584223,1997
Untitled Placemark,573745.9702893391,4924219.473173067,1997
Untitled Placemark,573393.5582854365,4924598.93122236,1997
Untitled Placemark,573383.686324634,4924618.337703843,1997
Untitled Placemark,573382.6691651935,4924636.983038863,1997
Untitled Placemark,573377.4837671383,4924653.654804873,1997
Untitled Placemark,573371.9209995231,4924668.221432728,1997
Untitled Placemark,573374.477845117,4924687.045366474,1997
Untitled Placemark,573350.6220837589,4924721.159383717,1997
Untitled Placemark,573404.6671286842,4924738.423725425,1997
Untitled Placemark,573301.9368690775,4924755.075820251,1997
Untitled Placemark,573253.4079294585,4924730.584565412,1997
Untitled Placemark,573256.1416081251,4924715.435218596,1997
Untitled Placemark,573290.8785488378,4924801.303694809,1997
Untitled Placemark,573292.4356371874,4924817.590181042,1997
Untitled Placemark,573153.5610836333,4924714.682590957,1997
Untitled Placemark,573064.8431673,4924583.027317905,1997
Untitled Placemark,573046.3580465897,4924688.142481513,1997
Untitled Placemark,573054.1730164298,4924651.180676197,1997
Untitled Placemark,572991.1564938733,4924447.068302643,1997
Untitled Placemark,572976.3323448936,4924446.447920855,1997
Untitled Placemark,572957.1231031575,4924444.164091128,1997
Untitled Placemark,572937.4031731564,4924420.79144731,1997
Untitled Placemark,572935.0750429808,4924436.683219778,1997
Untitled Placemark,572931.6528137483,4924449.511280019,1997
Untitled Placemark,572868.0851018516,4924503.182903918,1997
Untitled Placemark,572821.5752289024,4924492.995254709,1997
Untitled Placemark,572835.0647020935,4924420.810572584,1997
Untitled Placemark,572886.5605579678,4924393.453781094,1997
Untitled Placemark,572898.9872792179,4924362.459770289,1997
Untitled Placemark,572921.2543640449,4924528.679822237,1997
Untitled Placemark,572912.0145674852,4924553.13290822,1997
Untitled Placemark,572906.4236264257,4924569.062219835,1997
Untitled Placemark,572906.6795026395,4924587.209452042,1997
Untitled Placemark,572895.8120300273,4924664.901456822,1997
Untitled Placemark,572891.7608065093,4924718.300007619,1997
Untitled Placemark,572886.0354838995,4924700.039913148,1997
Untitled Placemark,573602.2658824121,4925216.067249581,2002
Untitled Placemark,573377.9059054116,4925245.04249038,2002
Untitled Placemark,573227.4351466208,4924951.584730552,2002
Untitled Placemark,573182.7993423117,4924891.2722716145,2002
Untitled Placemark,573200.832497227,4924945.514964915,2002
Untitled Placemark,573319.9911945715,4925187.817052295,2002
Untitled Placemark,573383.2303333583,4925204.916535227,2002
Untitled Placemark,573401.1636155307,4925154.137660918,2002
Untitled Placemark,573400.6883636459,4925135.591757179,2002
Untitled Placemark,573486.7380718258,4925221.804130638,2002
Untitled Placemark,573026.2713897157,4924795.634423081,2002
Untitled Placemark,573627.5540282562,4925323.358318844,2002
Untitled Placemark,573454.334452454,4925377.020453747,2002
Untitled Placemark,573347.0124032822,4925382.105357761,2002
Untitled Placemark,573355.449547007,4925333.883482074,2002
Untitled Placemark,573367.2033841641,4925304.085349901,2002
Untitled Placemark,573368.1126684332,4925280.267959175,2002
Untitled Placemark,572956.5139161703,4924643.334502196,2002
Untitled Placemark,572963.3910115962,4924625.754224406,2002
Untitled Placemark,573248.4091641206,4924775.61954551,2002
Untitled Placemark,573248.3950224897,4924786.39602654,2002
Untitled Placemark,573246.1431794894,4924805.39192664,2002
Untitled Placemark,573246.8294873453,4924822.034124162,2002
Untitled Placemark,573240.898906495,4924862.4543347685,2002
Untitled Placemark,573325.0853341429,4924669.058445637,2002
Untitled Placemark,573329.1034427097,4924633.817662393,2002
Untitled Placemark,573808.8240255988,4925852.082091542,2002
Untitled Placemark,573534.529995682,4924388.557392934,2002
Untitled Placemark,574075.2342372228,4925140.812887414,2002
Untitled Placemark,574136.3421048728,4925185.432020817,2002
Untitled Placemark,574210.7262047563,4925153.392577583,2002
Untitled Placemark,574205.247920715,4925179.611631633,2002
Untitled Placemark,574205.5847845748,4925206.279227155,2002
Untitled Placemark,574183.1702471436,4925303.831084039,2002
Untitled Placemark,574176.9133112667,4925419.028975578,2002
Untitled Placemark,574132.570246199,4925479.130310978,2002
Untitled Placemark,572655.996257312,4924487.768048958,2002
Untitled Placemark,572910.0797802833,4923700.666874899,2002
Untitled Placemark,572944.4616675532,4923710.45916749,2002
Untitled Placemark,572889.0671365325,4923611.290882883,2002
Untitled Placemark,572957.3790400755,4923669.027196676,2002
Untitled Placemark,572979.2250901,4923548.327066564,2002
Untitled Placemark,573715.7223379352,4924096.8690557005,2002
Untitled Placemark,573947.2572466353,4924170.334671132,2002
Untitled Placemark,573980.2354621977,4924178.219900056,2002
Untitled Placemark,574007.8322394564,4924190.967159007,2002
Untitled Placemark,573900.8904855223,4924261.948097867,2002
Untitled Placemark,573740.3047447555,4924184.79209387,2002
Untitled Placemark,573776.8944571536,4924226.765059515,2002
Untitled Placemark,573698.2650129336,4924208.461456434,2002
Untitled Placemark,574041.6426003145,4924371.485617084,2002
Untitled Placemark,574066.8694740605,4924381.528265245,2002
Untitled Placemark,574065.2994400769,4924429.916303729,2002
Untitled Placemark,574098.8328202153,4924395.21428726,2002
Untitled Placemark,573968.7586409884,4924400.617348409,2002
Untitled Placemark,573838.8377419709,4924249.871754181,2002
Untitled Placemark,573878.6120642729,4924211.346750127,2002
Untitled Placemark,573595.9941465068,4924122.547210782,2002
Untitled Placemark,573674.2162715965,4924252.109194526,2002
Untitled Placemark,573489.3042843506,4924247.176102699,2002
Untitled Placemark,574178.7473892329,4924407.785002814,2002
Untitled Placemark,574262.5746003459,4924405.618158576,2002
Untitled Placemark,574157.6011391557,4924388.620698161,2002
Untitled Placemark,573796.5071508044,4924122.916651957,2002
Untitled Placemark,573801.7691560158,4924077.036917101,2002
Untitled Placemark,573723.2201792747,4924022.641053703,2002
Untitled Placemark,573366.7529468439,4923919.255376448,2002
Untitled Placemark,573323.5316622766,4923906.52103938,2002
Untitled Placemark,573169.1203054306,4923707.345303504,2002
Untitled Placemark,573093.0173830324,4923656.771668089,2002
Untitled Placemark,573020.1119690211,4923683.181598296,2002
Untitled Placemark,573031.9581389965,4923632.97119776,2002
Untitled Placemark,573228.990633859,4923705.701856931,2002
Untitled Placemark,573276.6275940163,4923726.358350189,2002
Untitled Placemark,573315.855016359,4923738.664109245,2002
Untitled Placemark,573348.8703829306,4923746.895018095,2002
Untitled Placemark,573384.8914779011,4923759.601877401,2002
Untitled Placemark,573168.6067682425,4923858.066280553,2002
Untitled Placemark,573503.5693891892,4923853.937483546,2002
Untitled Placemark,573412.1892415573,4924006.0895130895,2002
Untitled Placemark,573454.3873063831,4924112.503823939,2002
Untitled Placemark,573998.3246399468,4924414.247458842,2002
Untitled Placemark,573874.2214725681,4924107.225098636,2002
Untitled Placemark,572934.7252573716,4923594.18673695,2002
Untitled Placemark,573275.7189462604,4924670.223121216,2002
Untitled Placemark,573198.4130090479,4924754.879511617,2002
Untitled Placemark,573127.8329890058,4924734.992815029,2002
Untitled Placemark,573142.046699773,4924756.175504223,2002
Untitled Placemark,573234.8927674079,4924570.860683485,2002
Untitled Placemark,573228.7383953914,4924595.296411152,2002
Untitled Placemark,573181.3662533913,4924579.361177762,2002
Untitled Placemark,573302.7026964892,4924788.766796522,2002
Untitled Placemark,572981.7462330796,4924764.305962466,2002
Untitled Placemark,573034.8366188497,4924467.945889155,2002
Untitled Placemark,572906.948188592,4924876.269876862,2002
Untitled Placemark,572895.7295914888,4924904.319186886,2002
Untitled Placemark,572885.8914158333,4924916.477618686,2002
Untitled Placemark,572933.7226265148,4924949.061924926,2002
Untitled Placemark,573350.8129154149,4924993.994961436,2002
Untitled Placemark,572964.3404988345,4925024.430198616,2002
Untitled Placemark,573442.4204268464,4925184.160159357,2002
Untitled Placemark,573426.5623697998,4925243.586884131,2002
Untitled Placemark,573470.6210155233,4925079.183026829,2002
Untitled Placemark,573573.82310225,4925349.315622319,2002
Untitled Placemark,573590.79549368,4925268.109043934,2002
Untitled Placemark,573644.1312303658,4925729.1490472555,2002
Untitled Placemark,573465.4841308647,4925420.200839879,2002
Untitled Placemark,573581.293682359,4925301.536188989,2002
Untitled Placemark,573638.9474288676,4925276.350842757,2002
Untitled Placemark,573635.4677517641,4925292.814338172,2002
Untitled Placemark,573595.1220585214,4925156.724181512,2002
Untitled Placemark,573604.2965105282,4925179.639397393,2002
Untitled Placemark,573082.8240173319,4924795.531131662,2002
Untitled Placemark,573092.1499181585,4924771.76733267,2002
Untitled Placemark,573133.9604712456,4924827.909841091,2002
Untitled Placemark,572634.7040541319,4924624.706396277,2002
Untitled Placemark,572646.6940989012,4924601.630291528,2002
Untitled Placemark,572649.4941778419,4924579.933880565,2002
Untitled Placemark,572610.8455606838,4924442.527019432,2002
Untitled Placemark,572741.10512857,4924412.4915503245,2002
Untitled Placemark,572778.2994740648,4924435.374465837,2002
Untitled Placemark,573028.9915234521,4924930.409997017,2002
Untitled Placemark,573023.6899871853,4924976.190524607,2002
Untitled Placemark,573117.0031185651,4924951.807122581,2002
Untitled Placemark,573120.099845197,4924921.729465449,2002
Untitled Placemark,573498.5768341939,4925417.765619801,2002
Untitled Placemark,573504.0401098458,4925397.46869261,2002
Untitled Placemark,573513.8072364442,4925350.115338923,2002
Untitled Placemark,573529.2070329946,4925335.638674158,2002
Untitled Placemark,573527.2262470649,4925297.962271155,2002
Untitled Placemark,573534.67360034,4925260.854027419,2002
Untitled Placemark,573541.4900275258,4925201.919761025,2002
Untitled Placemark,573548.8235770733,4925186.089453338,2002
Untitled Placemark,573195.5211919476,4924846.1016665455,2002
Untitled Placemark,572385.3849548069,4924545.72156111,2002
Untitled Placemark,573174.5874786774,4924659.9043985605,2002
Untitled Placemark,573374.1431298669,4924849.813365419,2002
Untitled Placemark,573387.4182469322,4924793.514898515,2002
Untitled Placemark,572530.3896963798,4924968.345889261,2002
Untitled Placemark,572551.3898493742,4924975.432188302,2002
Untitled Placemark,572848.1080821928,4925024.909319596,2002
Untitled Placemark,572869.1725675033,4925038.809041283,2002
Untitled Placemark,572952.1374250882,4925091.686082761,2002
Untitled Placemark,573077.003333152,4925170.681550194,2002
Untitled Placemark,573488.0784667315,4925017.471768527,2002
Untitled Placemark,573510.508522623,4924977.384604395,2002
Untitled Placemark,573417.9451308368,4924979.930423045,2002
Untitled Placemark,573588.461736787,4925064.375211766,2002
Untitled Placemark,572180.6974687094,4924597.042220926,2002
Untitled Placemark,572166.2758681988,4924614.976194801,2002
Untitled Placemark,572054.288188486,4924727.084594741,2002
Untitled Placemark,572065.588417823,4924737.3238812145,2002
Untitled Placemark,572082.3753658192,4924740.510669645,2002
Untitled Placemark,572082.4119571137,4924693.145666693,2002
Untitled Placemark,572100.0380646487,4924699.549241881,2002
Untitled Placemark,572112.793894051,4924706.285021977,2002
Untitled Placemark,572137.88108311,4924706.6719988305,2002
Untitled Placemark,572156.4591279924,4924729.268930858,2002
Untitled Placemark,572165.549236607,4924736.554869121,2002
Untitled Placemark,572185.7422227351,4924740.623343152,2002
Untitled Placemark,572207.2613531451,4924745.485935977,2002
Untitled Placemark,572264.7536042965,4924829.595528541,2002
Untitled Placemark,572277.9878550189,4924835.347518057,2002
Untitled Placemark,572183.1681121096,4924793.729713933,2002
Untitled Placemark,572352.0088289002,4924868.223822857,2002
Untitled Placemark,572298.3631886194,4924845.94501431,2002
Untitled Placemark,572492.8806165165,4924946.360472202,2002
Untitled Placemark,572454.5252563956,4924874.948010249,2002
Untitled Placemark,572394.3201582426,4924851.674354321,2002
Untitled Placemark,572640.1999799963,4925024.466976446,2002
Untitled Placemark,572194.7649232784,4924664.29974411,2002
Untitled Placemark,572224.8229317017,4924599.463490156,2002
Untitled Placemark,572234.4542150586,4924571.938646646,2002
Untitled Placemark,572201.5596704078,4924565.146196561,2002
Untitled Placemark,572221.5511308396,4924493.304001422,2002
Untitled Placemark,572309.7034062591,4924342.2150692865,2002
Untitled Placemark,572321.9114939945,4924314.994770992,2002
Untitled Placemark,572403.3866890088,4924405.320543884,2002
Untitled Placemark,572559.1030747133,4924430.467696125,2002
Untitled Placemark,572714.0334289275,4924465.0488513345,2002
Untitled Placemark,572717.8490574964,4924448.194260155,2002
Untitled Placemark,572721.4784998948,4924433.482752932,2002
Untitled Placemark,572562.420729494,4924412.150483098,2002
Untitled Placemark,573585.3670485904,4925332.386197536,2002
Untitled Placemark,573430.8615532181,4925559.419239186,2002
Untitled Placemark,573322.825616429,4925471.380179239,2002
Untitled Placemark,573414.5811897404,4925334.33869969,2002
Untitled Placemark,573417.3784083588,4925303.9992059,2002
Untitled Placemark,573474.736995508,4925307.830470781,2002
Untitled Placemark,573512.7326936752,4924487.371568471,2002
Untitled Placemark,573450.6669335068,4924138.224892951,2002
Untitled Placemark,573501.5612541633,4924124.469072275,2002
Untitled Placemark,573434.19670544,4924183.436837911,2002
Untitled Placemark,573107.6600343155,4923712.919496533,2002
Untitled Placemark,573434.440042794,4923999.724931551,2002
Untitled Placemark,573939.6964692868,4924226.004628077,2002
Untitled Placemark,573923.2327713663,4924270.2715530945,2002
Untitled Placemark,573941.7415203966,4924339.906818632,2002
Untitled Placemark,574149.0116126334,4924438.952093389,2002
Untitled Placemark,573991.2760237998,4924759.125185551,2008
Untitled Placemark,574002.4275908025,4924725.390001007,2008
Untitled Placemark,574008.0656284364,4924686.942935621,2008
Untitled Placemark,573450.2419049287,4925573.713750823,2008
Untitled Placemark,573463.4103577514,4925586.578957374,2008
Untitled Placemark,573484.1875068925,4925602.317183937,2008
Untitled Placemark,573297.3439238509,4925409.590525494,2008
Untitled Placemark,573248.4573527762,4925301.137511252,2008
Untitled Placemark,573238.1577851082,4925287.399066103,2008
Untitled Placemark,573230.4532271038,4925272.409000114,2008
Untitled Placemark,573258.4900396398,4925238.302577796,2008
Untitled Placemark,573261.6707918686,4925216.399661086,2008
Untitled Placemark,573263.9488329261,4925202.156045835,2008
Untitled Placemark,573282.5261742002,4925099.092034354,2008
Untitled Placemark,573171.4068321004,4925230.016226994,2008
Untitled Placemark,572963.2406980084,4925049.014703883,2008
Untitled Placemark,572843.2801096978,4924911.098908937,2008
Untitled Placemark,573965.6969156147,4924656.90918346,2008
Untitled Placemark,573934.8259773188,4924634.0587923685,2008
Untitled Placemark,573896.5085737975,4924628.099300438,2008
Untitled Placemark,573887.5478379701,4924668.099629134,2008
Untitled Placemark,573874.4392466956,4924760.297409151,2008
Untitled Placemark,573863.0299962158,4924813.4746313775,2008
Untitled Placemark,573859.3733195437,4924859.594416696,2008
Untitled Placemark,573854.6137525155,4924902.453911903,2008
Untitled Placemark,573836.3891903192,4925006.050262836,2008
Untitled Placemark,573890.5811906029,4924864.5665797815,2008
Untitled Placemark,573871.1718673644,4924860.0275774235,2008
Untitled Placemark,574023.8127601855,4924867.229271024,2008
Untitled Placemark,574490.7240211146,4924641.901965233,2008
Untitled Placemark,574308.774246242,4924579.149905982,2008
Untitled Placemark,574125.4475151342,4924512.614697547,2008
Untitled Placemark,573983.7624770954,4924473.557302412,2008
Untitled Placemark,574182.1774243118,4924724.241309076,2008
Untitled Placemark,574226.0456924295,4924553.50298818,2008
Untitled Placemark,574075.2364871727,4924598.030527864,2008
Untitled Placemark,574299.291774088,4925238.742700479,2008
Untitled Placemark,574371.3688665649,4924941.581697943,2008
Untitled Placemark,574426.7599914782,4924867.750874691,2008
Untitled Placemark,574254.168117772,4924791.393933735,2008
Untitled Placemark,574291.2975077874,4924709.273513163,2008
Untitled Placemark,574021.4898730036,4925100.538335104,2008
Untitled Placemark,574041.162700431,4925024.586685328,2008
Untitled Placemark,573968.6499279202,4924948.338198795,2008
Untitled Placemark,574042.5166046605,4924777.425887879,2008
Untitled Placemark,574205.9990163174,4925074.457713201,2008
Untitled Placemark,573926.3991480363,4925077.205622436,2008
Untitled Placemark,574152.7065369453,4924863.93981741,2008
Untitled Placemark,574104.0208407766,4924904.171401579,2008
Untitled Placemark,574074.0049341775,4924975.880600547,2008
Untitled Placemark,574113.8484905435,4925051.899168484,2008
Untitled Placemark,574291.3428689518,4925049.247218859,2008
Untitled Placemark,574283.543005917,4924939.421478692,2008
Untitled Placemark,574162.3848533746,4924849.746599341,2008
Untitled Placemark,574062.9936303223,4924735.231300872,2008
Untitled Placemark,574001.3098385341,4924537.187250199,2008
Untitled Placemark,573817.6682935094,4924524.835551653,2008
Untitled Placemark,573820.1032254039,4925046.892557456,2008
Untitled Placemark,573755.35089323,4924886.916334801,2008
Untitled Placemark,573977.4351844986,4925002.195401907,2008
Untitled Placemark,574132.4209330532,4924601.2551553305,2008
Untitled Placemark,574166.8281886935,4924617.60325415,2008
Untitled Placemark,572527.2613709309,4924559.06798784,2008
Untitled Placemark,572537.8302402593,4924528.264652739,2008
Untitled Placemark,572537.231977943,4924505.334490699,2008
Untitled Placemark,572591.5235773972,4924543.100146912,2008
Untitled Placemark,572602.1854069812,4924526.136623672,2008
Untitled Placemark,573988.913024534,4924853.317088841,2008
Untitled Placemark,573985.1470711913,4924833.613970123,2008
Untitled Placemark,573988.0922533692,4924810.675322187,2008
Untitled Placemark,573989.5700804957,4924790.971001338,2008
Untitled Placemark,573398.6449298351,4925533.515296198,2008
Untitled Placemark,573631.7806331358,4925712.191665933,2008
Untitled Placemark,573267.1635993001,4925437.061131444,2008
Untitled Placemark,573321.7121988209,4924163.38246225,2008
Untitled Placemark,573306.0337603708,4924158.370413072,2008
Untitled Placemark,573293.2213245778,4924152.827371252,2008
Untitled Placemark,573277.0992105971,4924143.568360044,2008
Untitled Placemark,573332.3980810614,4924113.577166208,2008
Untitled Placemark,573317.6451742972,4924104.543140397,2008
Untitled Placemark,573304.0231517021,4924101.13380648,2008
Untitled Placemark,573295.5115061592,4924092.4518210925,2008
Untitled Placemark,573279.0894282839,4924082.752801451,2008
Untitled Placemark,573265.6754074742,4924075.210787881,2008
Untitled Placemark,573253.8255544063,4924064.135415376,2008
Untitled Placemark,573243.5855907856,4924055.765536675,2008
Untitled Placemark,573226.7164700329,4924047.29835469,2008
Untitled Placemark,573215.7660730137,4924040.8876324855,2008
Untitled Placemark,573201.1816009807,4924032.864694606,2008
Untitled Placemark,573188.8184049372,4924021.812412843,2008
Untitled Placemark,573176.5686238318,4924012.391730669,2008
Untitled Placemark,573163.1689415016,4924005.369190127,2008
Untitled Placemark,573262.9555732987,4924138.4924172275,2008
Untitled Placemark,573249.2536425204,4924124.971371638,2008
Untitled Placemark,573234.300849314,4924117.926947764,2008
Untitled Placemark,573224.2584741627,4924106.217656383,2008
Untitled Placemark,573214.5961039077,4924099.29493987,2008
Untitled Placemark,573200.9782207025,4924090.489582885,2008
Untitled Placemark,573188.4739855237,4924082.03092588,2008
Untitled Placemark,573175.9002986618,4924075.024496505,2008
Untitled Placemark,573162.8621794116,4924063.180943637,2008
Untitled Placemark,573149.0018713408,4924052.353708436,2008
Untitled Placemark,573428.9226569353,4924215.990217463,2008
Untitled Placemark,573296.9681567822,4923963.135135861,2008
Untitled Placemark,573336.8742404822,4923973.584957678,2008
Untitled Placemark,573365.3997966661,4923987.4211837,2008
Untitled Placemark,573535.9120043963,4924009.568016133,2008
Untitled Placemark,573526.5675802454,4924034.2561720535,2008
